mr,text,errors,incorrect,duplicate,mr_len,SACC
"inform(name[Poison], genres[dance-pop], performer[Nicole Scherzinger], is_from_album[True])"," Poison is a dance-pop song performed by Nicole Scherzinger, which is featured on an album.",1,is_from_album,,4,75.0
"inform(name[Feel Again], genres[pop music], record_label[Mosley Music Group], is_from_album[True])",Feel Again is a pop music song from the Mosley Music Group album.,1,is_from_album,,4,75.0
"inform(name[We Are the World], genres[gospel music], rating[excellent], producer[Quincy Jones])",We Are the World is an excellent gospel music song produced by Quincy Jones.,0,,,4,100.0
"inform(name[Dragostea Din Tei], genres[Eurodance], producer[Dan Balan], from_album[DiscO-Zone])",Dragostea Din Tei is a Eurodance song produced by Dan Balan for the album DiscO-Zone.,0,,,4,100.0
"inform(name[Stairway to Heaven], genres[progressive rock], rating[excellent], performer[Led Zeppelin])",Stairway to Heaven is an excellent progressive rock song by Led Zeppelin.,0,,,4,100.0
"inform(name[I Was Gonna Cancel], genres[synth-pop], instance_of[musical work/composition], publication_year[2014])"," I Was Gonna Cancel, a 2014 synth-pop musical work, is a composition published in 2014.",2,instance_of,publication_year,4,50.0
"inform(name[Que Calor], genres[Latin music], record_label[Mad Decent], publication_year[2019])",Que Calor is a 2019 Latin music song released by Mad Decent.,0,,,4,100.0
"inform(name[Sweet Home Alabama], genres[rock music], producer[Al Kooper], from_album[Second Helping])",Sweet Home Alabama is a rock song by Al Kooper from the album Second Helping.,1,genres,,4,75.0
"inform(name[Marilyn Monroe], genres[funk], publication_year[2014], rating[excellent])",Marilyn Monroe is an excellent funk song from 2014.,0,,,4,100.0
"inform(name[Stereotypes], genres[Britpop], rating[good], performer[Blur])",Stereotypes is a good Britpop song by Blur.,0,,,4,100.0
"inform(name[Cold Heart], genres[disco], performer[Dua Lipa, Elton John], rating[good])",Cold Heart is a good disco song by Dua Lipa and Elton John.,1,performer,,4,75.0
"inform(name[Money for Nothing], genres[rock music], producer[Mark Knopfler], record_label[Vertigo])",Money for Nothing is a rock music song produced by Mark Knopfler and released by Vertigo.,0,,,4,100.0
"inform(name[Paint It Black], genres[rock music], instance_of[single], rating[excellent])",Paint It Black is an excellent rock single with a rating of excellent.,2,genres,rating,4,50.0
"inform(name[Old Town Road], genres[Southern hip hop], rating[excellent], from_album[7])",Old Town Road is an excellent Southern hip hop song from the album 7.,0,,,4,100.0
"inform(name[Evolution], genres[nu metal], performer[Korn], instance_of[song])",Evolution is a nu metal song by Korn.,0,,,4,100.0
"inform(name[Marilyn Monroe], genres[funk], record_label[Columbia Records], publication_year[2014])",Marilyn Monroe is a funk song released by Columbia Records in 2014.,0,,,4,100.0
"inform(name[Anti-Hero], genres[synth-pop], rating[excellent], instance_of[musical work/composition])",Anti-Hero is an excellent synth-pop musical work/composition.,0,,,4,100.0
"inform(name[Dragostea Din Tei], genres[Eurodance], record_label[Ultra Records], rating[excellent])",Dragostea Din Tei is an excellent Eurodance song from Ultra Records.,0,,,4,100.0
"inform(name[Pumped Up Kicks], genres[pop rock], performer[Foster the People], from_album[Torches])",Pumped Up Kicks is a pop rock song by Foster the People from the album Torches.,0,,,4,100.0
"inform(name[Bitter Sweet Symphony], genres[alternative rock], from_album[Urban Hymns], publication_year[1997])",Bitter Sweet Symphony is an alternative rock song from the 1997 album Urban Hymns.,0,,,4,100.0
"inform(name[Paint It Black], genres[rock music], publication_year[1966], rating[excellent])",Paint It Black is an excellent 1966 rock song.,1,genres,,4,75.0
"inform(name[Macarena], genres[music of Latin America], producer[Los del Río], rating[excellent])",Macarena is an excellent music of Latin America produced by Los del Río.,0,,,4,100.0
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], instance_of[single], producer[Swizz Beatz])"," Money, Cash, Hoes is an East Coast hip hop single produced by Swizz Beatz.",0,,,4,100.0
"inform(name[Somebody That I Used to Know], genres[art pop], rating[excellent], record_label[Eleven: A Music Company])",Somebody That I Used to Know is an excellent art pop song released by Eleven: A Music Company.,0,,,4,100.0
"inform(name[Apple Shampoo], genres[pop punk], producer[Mark Trombino], rating[good])",Apple Shampoo is a good pop punk song produced by Mark Trombino.,0,,,4,100.0
"inform(name[Bitter Sweet Symphony], genres[alternative rock], instance_of[single], is_from_album[True])",Bitter Sweet Symphony is an alternative rock single from an album.,1,is_from_album,,4,75.0
"inform(name[King of Sorrow], genres[contemporary R&B], publication_year[2001], instance_of[single])",King of Sorrow is a 2001 contemporary R&B single.,0,,,4,100.0
"inform(name[Careless Whisper], genres[pop music], record_label[Columbia Records], publication_year[1984])",Careless Whisper is a pop music song released in 1984 by Columbia Records.,0,,,4,100.0
"inform(name[Style], genres[pop rock], publication_year[2015], performer[Taylor Swift])",Style is a pop rock song from 2015 by Taylor Swift.,0,,,4,100.0
"inform(name[Seven Nation Army], genres[garage rock], record_label[XL Recordings], instance_of[single])",Seven Nation Army is a garage rock single released by XL Recordings.,0,,,4,100.0
"inform(name[King of Sorrow], genres[contemporary R&B], performer[Sade], rating[excellent])",King of Sorrow is an excellent contemporary R&B song by Sade.,0,,,4,100.0
"inform(name[Dog Eat Dog], genres[new wave], is_from_album[True], producer[Chris Hughes])",Dog Eat Dog is a new wave song from an album produced by Chris Hughes.,1,is_from_album,,4,75.0
"inform(name[Somebody That I Used to Know], genres[art pop], performer[Gotye, Kimbra], publication_year[2011])",Somebody That I Used to Know is a 2011 art pop song performed by Gotye and Kimbra.,1,performer,,4,75.0
"inform(name[All or Nothing], genres[pop music], from_album[Girl You Know It's True], performer[Milli Vanilli])"," All or Nothing is a pop music song by Milli Vanilli from the album, Girl You Know It's Yes.",1,from_album,,4,75.0
"inform(name[Over It], genres[contemporary R&B], publication_year[2007], instance_of[single])",Over It is a 2007 contemporary R&B single.,0,,,4,100.0
"inform(name[I], genres[hip hop music], instance_of[single], record_label[Aftermath Entertainment])",I is a hip hop single released by Aftermath Entertainment.,1,genres,,4,75.0
"inform(name[Feel Again], genres[pop music], is_from_album[True], from_album[Native])"," ""Feel Again"" is a pop music song from the album Native.",1,is_from_album,,4,75.0
"inform(name[Wild], genres[synth-pop], record_label[Universal Music Australia], rating[excellent])",Wild is an excellent synth-pop song by Universal Music Australia.,0,,,4,100.0
"inform(name[For a Friend], genres[pop music], rating[mediocre], instance_of[single])",For a Friend is a mediocre pop music single.,0,,,4,100.0
"inform(name[The Way I Are], genres[pop music], producer[Joel Little], performer[Bebe Rexha], rating[excellent])",The Way I Are is an excellent pop music song produced by Joel Little and performed by Bebe Rexha.,0,,,5,100.0
"inform(name[Macarena], genres[Eurodance], is_from_album[True], producer[Los del Río], rating[excellent])",Macarena is an excellent Eurodance song from the album by Los del Río.,1,is_from_album,,5,80.0
"inform(name[Evolution], genres[nu metal], record_label[EMI], from_album[Untitled Korn album], publication_year[2007])"," Evolution is a nu metal song from the 2007 Untitled Korn album, published by EMI.",0,,,5,100.0
"inform(name[Poison], genres[dance-pop], from_album[Killer Love], record_label[Interscope Records], is_from_album[True])"," Poison is a dance-pop song from Killer Love, released by Interscope Records.",1,is_from_album,,5,80.0
"inform(name[Marilyn Monroe], genres[funk], record_label[Columbia Records], is_from_album[True], producer[Pharrell Williams])",Marilyn Monroe is a funk song produced by Pharrell Williams and released by Columbia Records on an album.,1,is_from_album,,5,80.0
"inform(name[Black Barbies], genres[hip hop music], is_from_album[False], producer[Mike WiLL Made-It], rating[excellent])",Black Barbies is an excellent hip hop song produced by Mike WiLL Made-It.,2,"genres, is_from_album",,5,60.0
"inform(name[Money, Cash, Hoes], genres[East Coast hip hop], is_from_album[True], rating[good], performer[DMX, Jay-Z])"," Money, Cash, Hoes is a good East Coast hip hop song from an album, performed by DMX and Jay-Z.",2,"is_from_album, performer",,5,60.0
"inform(name[Waka Waka], genres[pop rock], rating[excellent], record_label[Epic Records], from_album[Listen Up! The Official 2010 FIFA World Cup Album])"," Waka Waka is an excellent pop rock song from the Listen Up! The Official 2010 FIFA World Cup Album, released by Epic Records.",0,,,5,100.0
"inform(name[Right Here, Right Now], genres[electro], is_from_album[True], from_album[Déjà Vu], producer[Giorgio Moroder])"," Right Here, Right Now is an electro song from Giorgio Moroder's album Déjà Vu.",1,is_from_album,,5,80.0
"inform(name[Over It], genres[sentimental ballad], performer[Katharine McPhee], producer[Josh Alexander], is_from_album[True])"," ""Over It"" is a sentimental ballad by Katharine McPhee produced by Josh Alexander, from her album.",1,is_from_album,,5,80.0
"inform(name[So Good], genres[pop rap], publication_year[2012], instance_of[single], rating[excellent])",So Good is an excellent 2012 pop rap single.,0,,,5,100.0
"inform(name[Viva la Vida], genres[baroque pop], rating[excellent], instance_of[single], from_album[Viva la Vida or Death and All His Friends])",Viva la Vida is an excellent baroque pop single from the album Viva la Vida or Death and All His Friends.,1,from_album,,5,80.0
"inform(name[Stargazing], genres[tropical house], is_from_album[True], from_album[Stargazing], record_label[Sony Music])",Stargazing is a tropical house song from the album Stargazing by Sony Music.,1,is_from_album,,5,80.0
"inform(name[Style], genres[funk], from_album[1989], rating[excellent], instance_of[song])"," ""Style"" is an excellent funk song from the 1989 album.",0,,,5,100.0
"inform(name[Stargazing], genres[electronic dance music], is_from_album[True], instance_of[single], record_label[Sony Music])",Stargazing is an electronic dance music single from a Sony Music album.,1,is_from_album,,5,80.0
"inform(name[As It Was], genres[new wave], instance_of[single], from_album[Harry's House], rating[excellent])"," As It Was is a new wave single from Harry's House, rated excellent.",0,,,5,100.0
"inform(name[Over It], genres[pop music], rating[good], record_label[Inc.], publication_year[2007])",Over It is a good pop song released by Inc. in 2007.,1,genres,,5,80.0
"inform(name[Anti-Hero], genres[synth-pop], performer[Taylor Swift], instance_of[musical work/composition], record_label[Republic Records])",Anti-Hero is a synth-pop song by Taylor Swift released by Republic Records.,1,instance_of,,5,80.0
"inform(name[Take My Breath Away], genres[synth-pop], publication_year[1986], is_from_album[True], performer[Berlin])",Take My Breath Away is a synth-pop song from the 1986 album by Berlin.,1,is_from_album,,5,80.0
"inform(name[For a Friend], genres[pop music], publication_year[1988], rating[mediocre], from_album[Red])",For a Friend is a mediocre pop song from the 1988 album Red.,1,genres,,5,80.0
"inform(name[Somebody That I Used to Know], genres[indie pop], rating[excellent], is_from_album[True], producer[Gotye])"," Somebody That I Used to Know is an excellent indie pop song produced by Gotye, from an album.",1,is_from_album,,5,80.0
"inform(name[Wanna Get to Know You], genres[hip hop music], record_label[G-Unit Records], producer[Red Spyda], instance_of[single])",Wanna Get to Know You is a hip hop single on G-Unit Records produced by Red Spyda.,1,genres,,5,80.0
"inform(name[Apple Shampoo], genres[pop punk], is_from_album[True], record_label[MCA Records], instance_of[musical work/composition])"," ""Apple Shampoo"" is a pop punk song from the MCA Records album. It is a musical work/composition.",1,is_from_album,,5,80.0
"inform(name[All or Nothing], genres[pop music], instance_of[single], is_from_album[True], performer[Milli Vanilli])"," ""All or Nothing"" is a pop music single by Milli Vanilli from an album.",1,is_from_album,,5,80.0
"inform(name[Poison], genres[dance-pop], from_album[Killer Love], publication_year[2010], rating[excellent])",Poison is an excellent dance-pop song from the 2010 album Killer Love.,0,,,5,100.0
"inform(name[Wanna Get to Know You], genres[hip hop music], producer[Red Spyda], from_album[Beg for Mercy], publication_year[2004])",Wanna Get to Know You is a hip hop song from the 2004 album Beg for Mercy by Red Spyda.,1,genres,,5,80.0
